{'deploy': True, 'tag': '04_ood/singlehead_agnostci_mixed_cinic', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'task': {'dataset': 'cinic_img', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 10, 'm_n': 1, 'beta': 0.5, 'custom_sampler': False, 'num_cinic': 200}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 2.33, 'train_acc': 0.165}
{'epoch': 2, 'train_loss': 1.7301, 'train_acc': 0.42}
{'epoch': 3, 'train_loss': 1.2796, 'train_acc': 0.55}
{'epoch': 4, 'train_loss': 0.8971, 'train_acc': 0.76}
{'epoch': 5, 'train_loss': 0.5155, 'train_acc': 0.88}
{'epoch': 6, 'train_loss': 0.2869, 'train_acc': 0.96}
{'epoch': 7, 'train_loss': 0.1266, 'train_acc': 1.0}
{'epoch': 8, 'train_loss': 0.0758, 'train_acc': 0.995}
{'epoch': 9, 'train_loss': 0.0463, 'train_acc': 1.0}
{'epoch': 10, 'train_loss': 0.0282, 'train_acc': 1.0}
{'epoch': 11, 'train_loss': 0.0205, 'train_acc': 1.0}
{'epoch': 12, 'train_loss': 0.0181, 'train_acc': 1.0}
{'epoch': 13, 'train_loss': 0.0139, 'train_acc': 1.0}
{'epoch': 14, 'train_loss': 0.0123, 'train_acc': 1.0}
{'epoch': 15, 'train_loss': 0.0105, 'train_acc': 1.0}
{'epoch': 16, 'train_loss': 0.0087, 'train_acc': 1.0}
{'epoch': 17, 'train_loss': 0.0075, 'train_acc': 1.0}
{'epoch': 18, 'train_loss': 0.0074, 'train_acc': 1.0}
{'epoch': 19, 'train_loss': 0.0074, 'train_acc': 1.0}
{'epoch': 20, 'train_loss': 0.0062, 'train_acc': 1.0}
{'epoch': 21, 'train_loss': 0.0061, 'train_acc': 1.0}
{'epoch': 22, 'train_loss': 0.0052, 'train_acc': 1.0}
{'epoch': 23, 'train_loss': 0.0056, 'train_acc': 1.0}
{'epoch': 24, 'train_loss': 0.0051, 'train_acc': 1.0}
{'epoch': 25, 'train_loss': 0.0049, 'train_acc': 1.0}
{'epoch': 26, 'train_loss': 0.0045, 'train_acc': 1.0}
{'epoch': 27, 'train_loss': 0.0043, 'train_acc': 1.0}
{'epoch': 28, 'train_loss': 0.0041, 'train_acc': 1.0}
{'epoch': 29, 'train_loss': 0.004, 'train_acc': 1.0}
{'epoch': 30, 'train_loss': 0.0034, 'train_acc': 1.0}
{'epoch': 31, 'train_loss': 0.0037, 'train_acc': 1.0}
{'epoch': 32, 'train_loss': 0.0032, 'train_acc': 1.0}
{'epoch': 33, 'train_loss': 0.0032, 'train_acc': 1.0}
{'epoch': 34, 'train_loss': 0.0033, 'train_acc': 1.0}
{'epoch': 35, 'train_loss': 0.0032, 'train_acc': 1.0}
{'epoch': 36, 'train_loss': 0.003, 'train_acc': 1.0}
{'epoch': 37, 'train_loss': 0.0029, 'train_acc': 1.0}
{'epoch': 38, 'train_loss': 0.0029, 'train_acc': 1.0}
{'epoch': 39, 'train_loss': 0.0026, 'train_acc': 1.0}
{'epoch': 40, 'train_loss': 0.0029, 'train_acc': 1.0}
{'epoch': 41, 'train_loss': 0.0029, 'train_acc': 1.0}
{'epoch': 42, 'train_loss': 0.0033, 'train_acc': 1.0}
{'epoch': 43, 'train_loss': 0.0026, 'train_acc': 1.0}
{'epoch': 44, 'train_loss': 0.0024, 'train_acc': 1.0}
{'epoch': 45, 'train_loss': 0.0025, 'train_acc': 1.0}
{'epoch': 46, 'train_loss': 0.0025, 'train_acc': 1.0}
{'epoch': 47, 'train_loss': 0.0027, 'train_acc': 1.0}
{'epoch': 48, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 49, 'train_loss': 0.0028, 'train_acc': 1.0}
{'epoch': 50, 'train_loss': 0.0025, 'train_acc': 1.0}
{'epoch': 51, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 52, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 53, 'train_loss': 0.0021, 'train_acc': 1.0}
{'epoch': 54, 'train_loss': 0.0021, 'train_acc': 1.0}
{'epoch': 55, 'train_loss': 0.0028, 'train_acc': 1.0}
{'epoch': 56, 'train_loss': 0.002, 'train_acc': 1.0}
{'epoch': 57, 'train_loss': 0.0019, 'train_acc': 1.0}
{'epoch': 58, 'train_loss': 0.0024, 'train_acc': 1.0}
{'epoch': 59, 'train_loss': 0.0023, 'train_acc': 1.0}
