{'deploy': True, 'tag': '01_prelim/lr', 'seed': 10, 'device': 'cuda:0', 'reps': 1, 'loss': {'α': 0.5, 'tune_α': False, 'group_task_loss': True}, 'task': {'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [1], 'augment': True, 'n': 50, 'm_n': 0, 'β': 0.5, 'custom_sampler': True}, 'hp': {'epochs': 100, 'bs': 64, 'lr': 0.005}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.3644, 'train_acc': 0.56, 'task_loss': (0.3644, 0.0)}
{'epoch': 2, 'train_loss': 0.3076, 'train_acc': 0.69, 'task_loss': (0.3076, 0.0)}
{'epoch': 3, 'train_loss': 0.2877, 'train_acc': 0.75, 'task_loss': (0.2877, 0.0)}
{'epoch': 4, 'train_loss': 0.2497, 'train_acc': 0.75, 'task_loss': (0.2497, 0.0)}
{'epoch': 5, 'train_loss': 0.2356, 'train_acc': 0.81, 'task_loss': (0.2356, 0.0)}
{'epoch': 6, 'train_loss': 0.2278, 'train_acc': 0.81, 'task_loss': (0.2278, 0.0)}
{'epoch': 7, 'train_loss': 0.2143, 'train_acc': 0.81, 'task_loss': (0.2143, 0.0)}
{'epoch': 8, 'train_loss': 0.2167, 'train_acc': 0.8, 'task_loss': (0.2167, 0.0)}
{'epoch': 9, 'train_loss': 0.1823, 'train_acc': 0.85, 'task_loss': (0.1823, 0.0)}
{'epoch': 10, 'train_loss': 0.174, 'train_acc': 0.88, 'task_loss': (0.174, 0.0)}
{'epoch': 11, 'train_loss': 0.1683, 'train_acc': 0.91, 'task_loss': (0.1683, 0.0)}
{'epoch': 12, 'train_loss': 0.1574, 'train_acc': 0.9, 'task_loss': (0.1574, 0.0)}
{'epoch': 13, 'train_loss': 0.1725, 'train_acc': 0.89, 'task_loss': (0.1725, 0.0)}
{'epoch': 14, 'train_loss': 0.1722, 'train_acc': 0.87, 'task_loss': (0.1722, 0.0)}
{'epoch': 15, 'train_loss': 0.1459, 'train_acc': 0.9, 'task_loss': (0.1459, 0.0)}
{'epoch': 16, 'train_loss': 0.158, 'train_acc': 0.91, 'task_loss': (0.158, 0.0)}
{'epoch': 17, 'train_loss': 0.1385, 'train_acc': 0.89, 'task_loss': (0.1385, 0.0)}
{'epoch': 18, 'train_loss': 0.1584, 'train_acc': 0.89, 'task_loss': (0.1584, 0.0)}
{'epoch': 19, 'train_loss': 0.1311, 'train_acc': 0.9, 'task_loss': (0.1311, 0.0)}
{'epoch': 20, 'train_loss': 0.115, 'train_acc': 0.93, 'task_loss': (0.115, 0.0)}
{'epoch': 21, 'train_loss': 0.1218, 'train_acc': 0.93, 'task_loss': (0.1218, 0.0)}
{'epoch': 22, 'train_loss': 0.1313, 'train_acc': 0.89, 'task_loss': (0.1313, 0.0)}
{'epoch': 23, 'train_loss': 0.1138, 'train_acc': 0.92, 'task_loss': (0.1138, 0.0)}
{'epoch': 24, 'train_loss': 0.1107, 'train_acc': 0.94, 'task_loss': (0.1107, 0.0)}
{'epoch': 25, 'train_loss': 0.0887, 'train_acc': 0.97, 'task_loss': (0.0887, 0.0)}
{'epoch': 26, 'train_loss': 0.1031, 'train_acc': 0.92, 'task_loss': (0.1031, 0.0)}
{'epoch': 27, 'train_loss': 0.0896, 'train_acc': 0.95, 'task_loss': (0.0896, 0.0)}
{'epoch': 28, 'train_loss': 0.0938, 'train_acc': 0.94, 'task_loss': (0.0938, 0.0)}
{'epoch': 29, 'train_loss': 0.1075, 'train_acc': 0.94, 'task_loss': (0.1075, 0.0)}
{'epoch': 30, 'train_loss': 0.0814, 'train_acc': 0.96, 'task_loss': (0.0814, 0.0)}
{'epoch': 31, 'train_loss': 0.0857, 'train_acc': 0.94, 'task_loss': (0.0857, 0.0)}
{'epoch': 32, 'train_loss': 0.0722, 'train_acc': 0.97, 'task_loss': (0.0722, 0.0)}
{'epoch': 33, 'train_loss': 0.0848, 'train_acc': 0.94, 'task_loss': (0.0848, 0.0)}
{'epoch': 34, 'train_loss': 0.0713, 'train_acc': 0.95, 'task_loss': (0.0713, 0.0)}
{'epoch': 35, 'train_loss': 0.0609, 'train_acc': 0.98, 'task_loss': (0.0609, 0.0)}
{'epoch': 36, 'train_loss': 0.0743, 'train_acc': 0.96, 'task_loss': (0.0743, 0.0)}
{'epoch': 37, 'train_loss': 0.0658, 'train_acc': 0.97, 'task_loss': (0.0658, 0.0)}
{'epoch': 38, 'train_loss': 0.0783, 'train_acc': 0.95, 'task_loss': (0.0783, 0.0)}
{'epoch': 39, 'train_loss': 0.0603, 'train_acc': 0.98, 'task_loss': (0.0603, 0.0)}
{'epoch': 40, 'train_loss': 0.0623, 'train_acc': 0.96, 'task_loss': (0.0623, 0.0)}
{'epoch': 41, 'train_loss': 0.0705, 'train_acc': 0.97, 'task_loss': (0.0705, 0.0)}
{'epoch': 42, 'train_loss': 0.0561, 'train_acc': 0.97, 'task_loss': (0.0561, 0.0)}
{'epoch': 43, 'train_loss': 0.0637, 'train_acc': 0.98, 'task_loss': (0.0637, 0.0)}
{'epoch': 44, 'train_loss': 0.0465, 'train_acc': 0.98, 'task_loss': (0.0465, 0.0)}
{'epoch': 45, 'train_loss': 0.0445, 'train_acc': 0.98, 'task_loss': (0.0445, 0.0)}
{'epoch': 46, 'train_loss': 0.0837, 'train_acc': 0.95, 'task_loss': (0.0837, 0.0)}
{'epoch': 47, 'train_loss': 0.0718, 'train_acc': 0.95, 'task_loss': (0.0718, 0.0)}
{'epoch': 48, 'train_loss': 0.0732, 'train_acc': 0.96, 'task_loss': (0.0732, 0.0)}
{'epoch': 49, 'train_loss': 0.0457, 'train_acc': 0.98, 'task_loss': (0.0457, 0.0)}
{'epoch': 50, 'train_loss': 0.0518, 'train_acc': 0.98, 'task_loss': (0.0518, 0.0)}
{'epoch': 51, 'train_loss': 0.0572, 'train_acc': 0.96, 'task_loss': (0.0572, 0.0)}
{'epoch': 52, 'train_loss': 0.0527, 'train_acc': 0.97, 'task_loss': (0.0527, 0.0)}
{'epoch': 53, 'train_loss': 0.0497, 'train_acc': 0.98, 'task_loss': (0.0497, 0.0)}
{'epoch': 54, 'train_loss': 0.0406, 'train_acc': 0.98, 'task_loss': (0.0406, 0.0)}
{'epoch': 55, 'train_loss': 0.0515, 'train_acc': 0.99, 'task_loss': (0.0515, 0.0)}
{'epoch': 56, 'train_loss': 0.046, 'train_acc': 0.97, 'task_loss': (0.046, 0.0)}
{'epoch': 57, 'train_loss': 0.052, 'train_acc': 0.98, 'task_loss': (0.052, 0.0)}
{'epoch': 58, 'train_loss': 0.0419, 'train_acc': 0.97, 'task_loss': (0.0419, 0.0)}
{'epoch': 59, 'train_loss': 0.0392, 'train_acc': 0.99, 'task_loss': (0.0392, 0.0)}
{'epoch': 60, 'train_loss': 0.0403, 'train_acc': 0.98, 'task_loss': (0.0403, 0.0)}
{'epoch': 61, 'train_loss': 0.0368, 'train_acc': 0.99, 'task_loss': (0.0368, 0.0)}
{'epoch': 62, 'train_loss': 0.0391, 'train_acc': 0.99, 'task_loss': (0.0391, 0.0)}
{'epoch': 63, 'train_loss': 0.0304, 'train_acc': 1.0, 'task_loss': (0.0304, 0.0)}
