INFO:root:{'exp_name': 'singlehead_dual_tasks', 'dataset': 'cifar10', 'task_dict': {1: [0, 1], 2: [2, 3], 3: [4, 5], 4: [6, 7], 5: [8, 9]}, 'in_task': 1, 'out_task': [5], 'task_aware': False, 'tune_alpha': False, 'net': 'wrn', 'augment': True, 'n': 100, 'm_n_ratio': [0, 1, 2, 3, 4, 5, 10, 20], 'sample_scheme': False, 'hp': {'epochs': 200, 'batch_size': 64, 'lr': 0.01, 'l2_reg': 1e-05}, 'reps': 5, 'val_split': 0.15, 'save_folder': './experiments/results/cifar10_dual_tasks/Task_Agnostic_2022_07_23_12:26:58', 'setting': 'Task_Agnostic'}
INFO:root:{'epoch': 0, 'train_loss': 0.7139, 'train_acc': 0.38}
INFO:root:{'epoch': 10, 'train_loss': 0.6676, 'train_acc': 0.65}
INFO:root:{'epoch': 20, 'train_loss': 0.6118, 'train_acc': 0.73}
INFO:root:{'epoch': 30, 'train_loss': 0.557, 'train_acc': 0.75}
INFO:root:{'epoch': 40, 'train_loss': 0.5284, 'train_acc': 0.74}
INFO:root:{'epoch': 50, 'train_loss': 0.4823, 'train_acc': 0.79}
INFO:root:{'epoch': 60, 'train_loss': 0.4561, 'train_acc': 0.79}
INFO:root:{'epoch': 70, 'train_loss': 0.3967, 'train_acc': 0.87}
INFO:root:{'epoch': 80, 'train_loss': 0.3969, 'train_acc': 0.87}
INFO:root:{'epoch': 90, 'train_loss': 0.3731, 'train_acc': 0.85}
INFO:root:{'epoch': 100, 'train_loss': 0.3926, 'train_acc': 0.81}
INFO:root:{'epoch': 110, 'train_loss': 0.3136, 'train_acc': 0.86}
INFO:root:{'epoch': 120, 'train_loss': 0.3236, 'train_acc': 0.89}
INFO:root:{'epoch': 130, 'train_loss': 0.2916, 'train_acc': 0.89}
INFO:root:{'epoch': 140, 'train_loss': 0.2876, 'train_acc': 0.9}
INFO:root:{'epoch': 150, 'train_loss': 0.2462, 'train_acc': 0.92}
INFO:root:{'epoch': 160, 'train_loss': 0.2691, 'train_acc': 0.92}
INFO:root:{'epoch': 170, 'train_loss': 0.3113, 'train_acc': 0.86}
INFO:root:{'epoch': 180, 'train_loss': 0.2336, 'train_acc': 0.95}
INFO:root:{'epoch': 190, 'train_loss': 0.2448, 'train_acc': 0.89}
